family,n,walsh_order,metric,mean,ci_low,ci_high,circuits
U1-RZ-XY-line,8,1,cumulative_aligned_subspace_overlap,0.5515593856751837,0.5284650525217173,0.5741272575420492,20
U1-RZ-XY-line,8,1,cumulative_tangent_retention,0.4326143178078845,0.42159587482041394,0.44335839567167384,20
U1-RZ-XY-line,8,1,worst_aligned_principal_cos2,0.0381564465025766,0.022991989978504816,0.05571668553311562,20
U1-RZ-XY-line,8,1,aligned_eval_retention,0.49350185220013615,0.48404604791333605,0.5031522051128254,20
U1-RZ-XY-line,8,2,cumulative_aligned_subspace_overlap,0.8216215779048431,0.8063292354266051,0.8360719410644808,20
U1-RZ-XY-line,8,2,cumulative_tangent_retention,0.7490279408626781,0.737537915109677,0.7609765121679677,20
U1-RZ-XY-line,8,2,worst_aligned_principal_cos2,0.5284173852926217,0.4942840265157708,0.5632455899054856,20
U1-RZ-XY-line,8,2,aligned_eval_retention,0.49350185220013615,0.483900267642528,0.50275720793706,20
U1-RZ-XY-line,10,1,cumulative_aligned_subspace_overlap,0.45028821299000354,0.4316828427021433,0.47014883686399767,20
U1-RZ-XY-line,10,1,cumulative_tangent_retention,0.3533510245023196,0.34492319293830387,0.3616499761136468,20
U1-RZ-XY-line,10,1,worst_aligned_principal_cos2,0.012509176710961332,0.004777397934324397,0.021447924075395506,20
U1-RZ-XY-line,10,1,aligned_eval_retention,0.41768223761484363,0.41078061579053515,0.42545682623657277,20
U1-RZ-XY-line,10,2,cumulative_aligned_subspace_overlap,0.6997414962310577,0.6866205419393249,0.7133036832236319,20
U1-RZ-XY-line,10,2,cumulative_tangent_retention,0.6320320472421344,0.6250196655237533,0.6397229139441919,20
U1-RZ-XY-line,10,2,worst_aligned_principal_cos2,0.3846678474504041,0.3580921239640081,0.41067561631460836,20
U1-RZ-XY-line,10,2,aligned_eval_retention,0.41768223761484363,0.41039666720861695,0.4254938666719598,20
U1-RZ-XY-line,12,1,cumulative_aligned_subspace_overlap,0.39609851477787544,0.3817259509569689,0.409820121602538,20
U1-RZ-XY-line,12,1,cumulative_tangent_retention,0.2953852104087169,0.2888331435276886,0.3019195831751104,20
U1-RZ-XY-line,12,1,worst_aligned_principal_cos2,0.004992418886043446,0.002737339081467097,0.007638489116005712,20
U1-RZ-XY-line,12,1,aligned_eval_retention,0.3552640382451907,0.35050654873544557,0.3600011287638413,20
U1-RZ-XY-line,12,2,cumulative_aligned_subspace_overlap,0.6283101542243076,0.6177326458864104,0.6390286121637413,20
U1-RZ-XY-line,12,2,cumulative_tangent_retention,0.549482691642815,0.5437953805092325,0.5551693498592583,20
U1-RZ-XY-line,12,2,worst_aligned_principal_cos2,0.30655039047908295,0.2898235128649285,0.32288412185379056,20
U1-RZ-XY-line,12,2,aligned_eval_retention,0.3552640382451907,0.35064380560868647,0.359808612234795,20
U1-RZ-XY-line,14,1,cumulative_aligned_subspace_overlap,0.340603347335211,0.33150853259262986,0.3497338231350114,20
U1-RZ-XY-line,14,1,cumulative_tangent_retention,0.26318093596972647,0.2575887978882717,0.2689877313517354,20
U1-RZ-XY-line,14,1,worst_aligned_principal_cos2,0.003814862727546637,0.0015138081019526362,0.00719072347905223,20
U1-RZ-XY-line,14,1,aligned_eval_retention,0.31128643477162166,0.3062812343356307,0.31713709245765276,20
U1-RZ-XY-line,14,2,cumulative_aligned_subspace_overlap,0.5559497618017899,0.5490705085863045,0.5631338300655753,20
U1-RZ-XY-line,14,2,cumulative_tangent_retention,0.4871456122639007,0.4823029334690309,0.4918915824467735,20
U1-RZ-XY-line,14,2,worst_aligned_principal_cos2,0.26236625999049223,0.24615782896931412,0.2794840331156229,20
U1-RZ-XY-line,14,2,aligned_eval_retention,0.31128643477162166,0.30616827452099504,0.31730227475673733,20
U1-RZ-XY-line,16,1,cumulative_aligned_subspace_overlap,0.3088283435211642,0.299564084626705,0.3181444268089852,20
U1-RZ-XY-line,16,1,cumulative_tangent_retention,0.23856800611384008,0.23436238068103715,0.24291055217739557,20
U1-RZ-XY-line,16,1,worst_aligned_principal_cos2,0.0014733851220413425,0.0007817773170247626,0.0023005830544197926,20
U1-RZ-XY-line,16,1,aligned_eval_retention,0.2794217391682944,0.27377821491875004,0.284715326045955,20
U1-RZ-XY-line,16,2,cumulative_aligned_subspace_overlap,0.5045748973477011,0.4977813165477398,0.5111999691936151,20
U1-RZ-XY-line,16,2,cumulative_tangent_retention,0.4406891696610791,0.43679455797977484,0.4445228191629144,20
U1-RZ-XY-line,16,2,worst_aligned_principal_cos2,0.22368363898745441,0.21158511072921132,0.23481033018277042,20
U1-RZ-XY-line,16,2,aligned_eval_retention,0.2794217391682944,0.2737706304408584,0.2846372608668737,20
U1-RZ-XY-line,18,1,cumulative_aligned_subspace_overlap,0.28358632333086903,0.277044237620891,0.2908647902621044,20
U1-RZ-XY-line,18,1,cumulative_tangent_retention,0.2173915068566779,0.21450429964023307,0.22069760896165502,20
U1-RZ-XY-line,18,1,worst_aligned_principal_cos2,0.002391506436923809,0.0012664205554006151,0.003667078188447834,20
U1-RZ-XY-line,18,1,aligned_eval_retention,0.2530574893673486,0.25021701935532953,0.25582657004415404,20
U1-RZ-XY-line,18,2,cumulative_aligned_subspace_overlap,0.46353816926412617,0.45742493728091305,0.4695908748086178,20
U1-RZ-XY-line,18,2,cumulative_tangent_retention,0.4006962386038656,0.3975489590303804,0.4040962923654067,20
U1-RZ-XY-line,18,2,worst_aligned_principal_cos2,0.20653486489692585,0.19988626217525657,0.21303303644858723,20
U1-RZ-XY-line,18,2,aligned_eval_retention,0.2530574893673486,0.25026570440966417,0.25582949207471944,20
